transaction_id,account_id,merchant_name,merchant_id,timestamp,transaction_description,category,amount,currency,predicted_category,confidence,correct
MARC02489,ACC0000001,Cerveceria Catalana,MRC_RST_002,2023-09-03 10:49:00,CERVECERIA CATALANA BCN,Food & Dining,41.34,EUR,Food & Dining,0.9974,True
MARC02490,ACC0000001,Lidl,MRC_GRC_002,2023-09-03 18:54:00,LIDL ES 6204,Food & Dining,53.22,EUR,Food & Dining,1.0,True
MARC02491,ACC0000001,Mercadona,MRC_GRC_001,2023-09-04 15:37:00,MERCADONA 07499,Food & Dining,85.4,EUR,Food & Dining,1.0,True
MARC02492,ACC0000001,Movistar,MRC_UTL_001,2023-09-05 00:09:00,MOVISTAR ES 84633A,Utilities & Services,39.99,EUR,Utilities & Services,1.0,True
MARC02493,ACC0000001,Netflix,MRC_SUB_001,2023-09-05 01:47:00,NETFLIX.COM,Entertainment & Recreation,17.99,EUR,Entertainment & Recreation,1.0,True
MARC02494,ACC0000001,BP Spain,MRC_GAS_003,2023-09-05 10:29:00,BP #6041 BCN,Transportation,71.07,EUR,Transportation,1.0,True
MARC02495,ACC0000001,Repsol,MRC_GAS_001,2023-09-06 08:34:00,REPSOL 5788 ES,Transportation,10.97,EUR,Transportation,1.0,True
MARC02496,ACC0000001,Spotify,MRC_SUB_002,2023-09-08 06:31:00,SPOTIFY ES 7RMN7B,Entertainment & Recreation,9.99,EUR,Entertainment & Recreation,1.0,True
MARC02497,ACC0000001,SABA Parking,MRC_PRK_001,2023-09-08 08:45:00,SABA PARKING AJDR BCN,Transportation,18.72,EUR,Transportation,1.0,True
MARC02498,ACC0000001,Mercadona,MRC_GRC_001,2023-09-08 08:57:00,MERCADONA 09006,Food & Dining,39.05,EUR,Food & Dining,1.0,True
MARC02499,ACC0000001,Fnac,MRC_GFT_004,2023-09-08 14:24:00,FNAC ES 1115,Shopping & Retail,48.85,EUR,Shopping & Retail,0.9999,True
MARC02500,ACC0000001,Bar del Pla,MRC_RST_003,2023-09-09 14:29:00,BAR DEL PLA BCNA,Food & Dining,59.63,EUR,Food & Dining,0.9923,True
MARC02501,ACC0000001,CaixaBank ATM,MRC_ATM_001,2023-09-09 14:48:00,RETIRADA EFECTIVO CAJERO 9JHO,Financial Services,100.0,EUR,Financial Services,0.8549,True
MARC02502,ACC0000001,Disney+,MRC_SUB_003,2023-09-10 00:25:00,DISNEY PLUS*,Entertainment & Recreation,8.99,EUR,Entertainment & Recreation,1.0,True
MARC02503,ACC0000001,BSM Parking,MRC_PRK_002,2023-09-11 20:17:00,BSM PARKING BCN DU6S,Transportation,10.76,EUR,Transportation,0.9999,True
MARC02504,ACC0000001,HBO Max,MRC_SUB_004,2023-09-12 02:57:00,MAX *SUBSCRIPTION O8OVNX,Entertainment & Recreation,8.99,EUR,Entertainment & Recreation,1.0,True
MARC02505,ACC0000001,BSM Parking,MRC_PRK_002,2023-09-12 11:54:00,BSM PARKING BCN 2N67,Transportation,9.66,EUR,Transportation,0.9999,True
MARC02506,ACC0000001,El Nacional,MRC_RST_001,2023-09-12 19:33:00,EL NACIONAL BARCELONA,Food & Dining,69.04,EUR,Healthcare & Medical,0.9197,False
MARC02507,ACC0000001,Repsol,MRC_GAS_001,2023-09-12 20:25:00,REPSOL 3228 ES,Transportation,12.56,EUR,Transportation,1.0,True
MARC02508,ACC0000001,El Nacional,MRC_RST_001,2023-09-13 09:25:00,EL NACIONAL BARCELONA,Food & Dining,66.01,EUR,Healthcare & Medical,0.9197,False
MARC02509,ACC0000001,Repsol,MRC_GAS_001,2023-09-14 08:54:00,REPSOL 3712 ES,Transportation,62.47,EUR,Transportation,1.0,True
MARC02510,ACC0000001,Cerveceria Catalana,MRC_RST_002,2023-09-14 10:04:00,CERVECERIA CATALANA BCN,Food & Dining,48.58,EUR,Food & Dining,0.9974,True
MARC02511,ACC0000001,Lidl,MRC_GRC_002,2023-09-14 23:05:00,LIDL ES 4058,Food & Dining,45.32,EUR,Food & Dining,1.0,True
MARC02512,ACC0000001,Amazon Prime,MRC_SUB_005,2023-09-15 00:19:00,AMAZON PRIME*,Entertainment & Recreation,4.99,EUR,Entertainment & Recreation,1.0,True
MARC02513,ACC0000001,DiR Gym,MRC_GYM_001,2023-09-15 00:30:00,GIMNASIO DIR 5711 BCN,Healthcare & Medical,59.9,EUR,Healthcare & Medical,1.0,True
MARC02514,ACC0000001,BSM Parking,MRC_PRK_002,2023-09-16 09:00:00,BSM PARKING BCN DYY0,Transportation,7.23,EUR,Transportation,0.9999,True
MARC02515,ACC0000001,El Xampanyet,MRC_RST_005,2023-09-17 11:44:00,EL XAMPANYET BCN,Food & Dining,26.68,EUR,Shopping & Retail,0.4552,False
MARC02516,ACC0000001,Mercadona,MRC_GRC_001,2023-09-18 09:10:00,MERCADONA 04414,Food & Dining,75.85,EUR,Food & Dining,1.0,True
MARC02517,ACC0000001,Dry Martini,MRC_BAR_004,2023-09-18 14:41:00,DRY MARTINI BCN,Food & Dining,18.67,EUR,Shopping & Retail,0.9922,False
MARC02518,ACC0000001,Farmàcia,MRC_MED_001,2023-09-19 09:16:00,FARMACIA R74U BCN,Healthcare & Medical,6.28,EUR,Healthcare & Medical,1.0,True
MARC02519,ACC0000001,iCloud,MRC_SUB_007,2023-09-20 05:50:00,APPLE.COM/BILL,Entertainment & Recreation,2.99,EUR,Entertainment & Recreation,1.0,True
MARC02520,ACC0000001,Mercadona,MRC_GRC_001,2023-09-20 10:28:00,MERCADONA 04587,Food & Dining,51.11,EUR,Food & Dining,1.0,True
MARC02521,ACC0000001,Lidl,MRC_GRC_002,2023-09-20 13:25:00,LIDL ES 7786,Food & Dining,28.5,EUR,Food & Dining,1.0,True
MARC02522,ACC0000001,Local bar,MRC_BAR_003,2023-09-20 18:21:00,CERVECERIA F821 BCN,Food & Dining,11.73,EUR,Food & Dining,1.0,True
MARC02523,ACC0000001,Local bar,MRC_BAR_003,2023-09-20 22:00:00,BAR 1HIV BCN,Food & Dining,26.78,EUR,Food & Dining,0.9989,True
MARC02524,ACC0000001,YouTube Premium,MRC_SUB_006,2023-09-22 04:36:00,GOOGLE *YOUTUBE PREMIUM N6JUC6,Entertainment & Recreation,13.99,EUR,Entertainment & Recreation,1.0,True
MARC02525,ACC0000001,El Born Bar,MRC_BAR_002,2023-09-22 09:28:00,EL BORN BAR BCN,Food & Dining,28.09,EUR,Food & Dining,0.9975,True
MARC02526,ACC0000001,El Nacional,MRC_RST_001,2023-09-22 22:29:00,EL NACIONAL BARCELONA,Food & Dining,55.67,EUR,Healthcare & Medical,0.9197,False
MARC02527,ACC0000001,Local restaurant,MRC_RST_006,2023-09-24 12:34:00,RESTAURANTE 4LX3Q BCN,Food & Dining,43.92,EUR,Food & Dining,1.0,True
MARC02528,ACC0000001,Mikkeller Barcelona,MRC_BAR_001,2023-09-24 18:19:00,MIKKELLER BARCELONA,Food & Dining,18.64,EUR,Food & Dining,0.4847,True
MARC02529,ACC0000001,Mercadona,MRC_GRC_001,2023-09-24 19:58:00,MERCADONA 08875,Food & Dining,79.59,EUR,Food & Dining,1.0,True
MARC02530,ACC0000001,El Nacional,MRC_RST_001,2023-09-25 09:42:00,EL NACIONAL BARCELONA,Food & Dining,53.29,EUR,Healthcare & Medical,0.9197,False
MARC02531,ACC0000001,Zara,MRC_SHP_001,2023-09-25 11:53:00,ZARA 1796 BCN,Shopping & Retail,74.02,EUR,Shopping & Retail,1.0,True
MARC02532,ACC0000001,Mercadona,MRC_GRC_001,2023-09-25 20:09:00,MERCADONA 02911,Food & Dining,61.1,EUR,Food & Dining,1.0,True
MARC02533,ACC0000001,Pull&Bear,MRC_SHP_009,2023-09-25 21:55:00,PULL AND BEAR 3487 ES,Shopping & Retail,53.41,EUR,Shopping & Retail,1.0,True
MARC02534,ACC0000001,SABA Parking,MRC_PRK_001,2023-09-26 17:26:00,SABA PARKING D63K BCN,Transportation,19.98,EUR,Transportation,1.0,True
MARC02535,ACC0000001,CaixaBank ATM,MRC_ATM_001,2023-09-26 20:45:00,RETIRADA EFECTIVO CAJERO 7N1E,Financial Services,200.0,EUR,Financial Services,0.877,True
MARC02536,ACC0000001,Local bar,MRC_BAR_003,2023-09-27 09:53:00,BAR UOEQ BCN,Food & Dining,8.0,EUR,Food & Dining,0.9988,True
MARC02537,ACC0000001,Cerveceria Catalana,MRC_RST_002,2023-09-27 14:09:00,CERVECERIA CATALANA BCN,Food & Dining,42.35,EUR,Food & Dining,0.9974,True
MARC02538,ACC0000001,El Born Bar,MRC_BAR_002,2023-09-27 15:59:00,EL BORN BAR BCN,Food & Dining,10.51,EUR,Food & Dining,0.9975,True
MARC02539,ACC0000001,Employer,MRC_INC_001,2023-09-28 06:35:00,NOMINA BANCO FERRER SA 202309,Income,5000.0,EUR,Income,0.9982,True
MARC02540,ACC0000001,Cerveceria Catalana,MRC_RST_002,2023-09-29 17:06:00,CERVECERIA CATALANA BCN,Food & Dining,23.18,EUR,Food & Dining,0.9974,True
MARC02541,ACC0000001,Cerveceria Catalana,MRC_RST_002,2023-09-29 18:51:00,CERVECERIA CATALANA BCN,Food & Dining,45.48,EUR,Food & Dining,0.9974,True
MARC02542,ACC0000001,Mercadona,MRC_GRC_001,2023-09-29 22:26:00,MERCADONA 03844,Food & Dining,48.57,EUR,Food & Dining,1.0,True
MARC02543,ACC0000001,Local bar,MRC_BAR_003,2023-09-30 09:05:00,BAR RNT9 BCN,Food & Dining,8.0,EUR,Food & Dining,0.9987,True
MARC02544,ACC0000001,Landlord,MRC_RNT_001,2023-10-01 03:52:00,TRANSFERENCIA ALQUILER REF710677,Financial Services,2000.0,EUR,Financial Services,0.9999,True
MARC02545,ACC0000001,BSM Parking,MRC_PRK_002,2023-10-01 21:35:00,BSM PARKING BCN HEN5,Transportation,6.44,EUR,Transportation,0.9999,True
MARC02546,ACC0000001,El Nacional,MRC_RST_001,2023-10-01 22:07:00,EL NACIONAL BARCELONA,Food & Dining,26.6,EUR,Healthcare & Medical,0.9197,False
MARC02547,ACC0000001,La Pepita,MRC_RST_004,2023-10-02 13:48:00,LA PEPITA BCN,Food & Dining,48.57,EUR,Transportation,0.9404,False
MARC02548,ACC0000001,Orange Internet,MRC_UTL_002,2023-10-03 05:21:00,ORANGE ES 0SD6KA,Utilities & Services,29.99,EUR,Utilities & Services,1.0,True
MARC02549,ACC0000001,El Nacional,MRC_RST_001,2023-10-03 16:37:00,EL NACIONAL BARCELONA,Food & Dining,39.91,EUR,Healthcare & Medical,0.9197,False
MARC02550,ACC0000001,BSM Parking,MRC_PRK_002,2023-10-03 23:31:00,BSM PARKING BCN MBNA,Transportation,8.86,EUR,Transportation,0.9999,True
MARC02551,ACC0000001,Mercadona,MRC_GRC_001,2023-10-04 10:23:00,MERCADONA 07940,Food & Dining,40.2,EUR,Food & Dining,1.0,True
MARC02552,ACC0000001,Movistar,MRC_UTL_001,2023-10-05 02:49:00,MOVISTAR ES 6DOF5R,Utilities & Services,39.99,EUR,Utilities & Services,1.0,True
MARC02553,ACC0000001,Netflix,MRC_SUB_001,2023-10-05 06:13:00,NETFLIX.COM,Entertainment & Recreation,17.99,EUR,Entertainment & Recreation,1.0,True
MARC02554,ACC0000001,Mercadona,MRC_GRC_001,2023-10-05 19:32:00,MERCADONA 07510,Food & Dining,35.4,EUR,Food & Dining,1.0,True
MARC02555,ACC0000001,Cerveceria Catalana,MRC_RST_002,2023-10-06 09:50:00,CERVECERIA CATALANA BCN,Food & Dining,54.63,EUR,Food & Dining,0.9974,True
MARC02556,ACC0000001,Spotify,MRC_SUB_002,2023-10-08 04:24:00,SPOTIFY ES TRKUV7,Entertainment & Recreation,9.99,EUR,Entertainment & Recreation,1.0,True
MARC02557,ACC0000001,Cepsa,MRC_GAS_002,2023-10-08 14:43:00,CEPSA 1182 ES,Transportation,11.67,EUR,Transportation,1.0,True
MARC02558,ACC0000001,Mercadona,MRC_GRC_001,2023-10-09 22:48:00,MERCADONA 09537,Food & Dining,67.16,EUR,Food & Dining,1.0,True
MARC02559,ACC0000001,Disney+,MRC_SUB_003,2023-10-10 00:33:00,DISNEY PLUS*,Entertainment & Recreation,8.99,EUR,Entertainment & Recreation,1.0,True
MARC02560,ACC0000001,CaixaBank ATM,MRC_ATM_001,2023-10-10 14:26:00,RETIRADA EFECTIVO CAJERO GV5Y,Financial Services,200.0,EUR,Financial Services,0.8597,True
MARC02561,ACC0000001,Local restaurant,MRC_RST_006,2023-10-10 19:09:00,RESTAURANTE CHSFQ BCN,Food & Dining,44.82,EUR,Food & Dining,1.0,True
MARC02562,ACC0000001,Zara,MRC_SHP_001,2023-10-10 19:59:00,ZARA 8728 BCN,Shopping & Retail,36.65,EUR,Shopping & Retail,1.0,True
MARC02563,ACC0000001,CaixaBank ATM,MRC_ATM_001,2023-10-10 20:39:00,RETIRADA EFECTIVO CAJERO 86A9,Financial Services,50.0,EUR,Financial Services,0.8617,True
MARC02564,ACC0000001,CaixaBank ATM,MRC_ATM_001,2023-10-11 14:10:00,RETIRADA EFECTIVO CAJERO 4X50,Financial Services,50.0,EUR,Financial Services,0.8596,True
MARC02565,ACC0000001,Lidl,MRC_GRC_002,2023-10-11 22:35:00,LIDL ES 5212,Food & Dining,36.86,EUR,Food & Dining,1.0,True
MARC02566,ACC0000001,HBO Max,MRC_SUB_004,2023-10-12 01:36:00,MAX *SUBSCRIPTION HWQ3AI,Entertainment & Recreation,8.99,EUR,Entertainment & Recreation,1.0,True
MARC02567,ACC0000001,CaixaBank ATM,MRC_ATM_001,2023-10-12 08:39:00,RETIRADA EFECTIVO CAJERO S9I8,Financial Services,100.0,EUR,Transportation,0.4721,False
MARC02568,ACC0000001,Caprabo,MRC_GRC_003,2023-10-12 20:24:00,CAPRABO 5174 BCN,Food & Dining,79.18,EUR,Food & Dining,1.0,True
MARC02569,ACC0000001,SABA Parking,MRC_PRK_001,2023-10-14 13:32:00,SABA PARKING 8QV9 BCN,Transportation,9.15,EUR,Transportation,1.0,True
MARC02570,ACC0000001,Amazon Prime,MRC_SUB_005,2023-10-15 02:08:00,AMAZON PRIME*,Entertainment & Recreation,4.99,EUR,Entertainment & Recreation,1.0,True
MARC02571,ACC0000001,DiR Gym,MRC_GYM_001,2023-10-15 05:58:00,GIMNASIO DIR 3668 BCN,Healthcare & Medical,59.9,EUR,Healthcare & Medical,1.0,True
MARC02572,ACC0000001,Repsol,MRC_GAS_001,2023-10-16 09:08:00,REPSOL 6183 ES,Transportation,69.64,EUR,Transportation,1.0,True
MARC02573,ACC0000001,Mercadona,MRC_GRC_001,2023-10-17 08:44:00,MERCADONA 07494,Food & Dining,25.07,EUR,Food & Dining,1.0,True
MARC02574,ACC0000001,Local restaurant,MRC_RST_006,2023-10-17 11:04:00,CAFETERIA L95O BCN,Food & Dining,62.59,EUR,Food & Dining,0.9999,True
MARC02575,ACC0000001,Lidl,MRC_GRC_002,2023-10-18 22:13:00,LIDL ES 1045,Food & Dining,40.6,EUR,Food & Dining,1.0,True
MARC02576,ACC0000001,Dry Martini,MRC_BAR_004,2023-10-19 23:20:00,DRY MARTINI BCN,Food & Dining,24.71,EUR,Shopping & Retail,0.9922,False
MARC02577,ACC0000001,Local bar,MRC_BAR_003,2023-10-19 23:32:00,BAR 92D4 BCN,Food & Dining,18.35,EUR,Food & Dining,0.9987,True
MARC02578,ACC0000001,iCloud,MRC_SUB_007,2023-10-20 00:53:00,APPLE.COM/BILL,Entertainment & Recreation,2.99,EUR,Entertainment & Recreation,1.0,True
MARC02579,ACC0000001,Local bar,MRC_BAR_003,2023-10-21 11:44:00,CERVECERIA LXY4 BCN,Food & Dining,17.42,EUR,Food & Dining,1.0,True
MARC02580,ACC0000001,Cerveceria Catalana,MRC_RST_002,2023-10-21 19:27:00,CERVECERIA CATALANA BCN,Food & Dining,56.18,EUR,Food & Dining,0.9974,True
MARC02581,ACC0000001,YouTube Premium,MRC_SUB_006,2023-10-22 01:01:00,GOOGLE *YOUTUBE PREMIUM AZF3C1,Entertainment & Recreation,13.99,EUR,Entertainment & Recreation,1.0,True
MARC02582,ACC0000001,Dry Martini,MRC_BAR_004,2023-10-24 22:46:00,DRY MARTINI BCN,Food & Dining,13.74,EUR,Shopping & Retail,0.9922,False
MARC02583,ACC0000001,Mercadona,MRC_GRC_001,2023-10-24 23:13:00,MERCADONA 06545,Food & Dining,54.13,EUR,Food & Dining,1.0,True
MARC02584,ACC0000001,BSM Parking,MRC_PRK_002,2023-10-25 11:26:00,BSM PARKING BCN MHWL,Transportation,13.28,EUR,Transportation,0.9999,True
MARC02585,ACC0000001,Local bar,MRC_BAR_003,2023-10-26 12:08:00,BAR L25B BCN,Food & Dining,28.78,EUR,Food & Dining,0.9988,True
MARC02586,ACC0000001,Local bar,MRC_BAR_003,2023-10-26 12:16:00,BAR JGXB BCN,Food & Dining,16.15,EUR,Food & Dining,0.9988,True
MARC02587,ACC0000001,Amazon ES,MRC_SHP_005,2023-10-26 16:33:00,AMZN MKTP ES*HM4APJER,Shopping & Retail,54.85,EUR,Shopping & Retail,0.9995,True
MARC02588,ACC0000001,La Pepita,MRC_RST_004,2023-10-27 10:07:00,LA PEPITA BCN,Food & Dining,21.38,EUR,Transportation,0.9404,False
MARC02589,ACC0000001,Cepsa,MRC_GAS_002,2023-10-27 22:58:00,CEPSA 8380 ES,Transportation,11.41,EUR,Transportation,1.0,True
MARC02590,ACC0000001,Employer,MRC_INC_001,2023-10-28 01:55:00,NOMINA BANCO FERRER SA 202310,Income,5000.0,EUR,Income,0.9982,True
MARC02591,ACC0000001,Cepsa,MRC_GAS_002,2023-10-28 11:09:00,CEPSA 2200 ES,Transportation,76.07,EUR,Transportation,1.0,True
MARC02592,ACC0000001,BSM Parking,MRC_PRK_002,2023-10-28 12:49:00,BSM PARKING BCN 64F7,Transportation,12.19,EUR,Transportation,0.9999,True
MARC02593,ACC0000001,BSM Parking,MRC_PRK_002,2023-10-28 13:20:00,BSM PARKING BCN 6SY6,Transportation,5.45,EUR,Transportation,0.9999,True
MARC02594,ACC0000001,Mercadona,MRC_GRC_001,2023-10-28 18:41:00,MERCADONA 01461,Food & Dining,68.49,EUR,Food & Dining,1.0,True
MARC02595,ACC0000001,Primark,MRC_SHP_008,2023-10-28 19:24:00,PRIMARK BCN 1272,Shopping & Retail,36.13,EUR,Shopping & Retail,0.9981,True
MARC02596,ACC0000001,Local restaurant,MRC_RST_006,2023-10-30 12:15:00,RESTAURANTE KHQZH BCN,Food & Dining,43.36,EUR,Food & Dining,1.0,True
MARC02597,ACC0000001,Bar del Pla,MRC_RST_003,2023-10-30 21:47:00,BAR DEL PLA BCNA,Food & Dining,28.68,EUR,Food & Dining,0.9923,True
MARC02598,ACC0000001,Local bar,MRC_BAR_003,2023-10-30 23:09:00,CERVECERIA AJPP BCN,Food & Dining,13.4,EUR,Food & Dining,1.0,True
MARC02599,ACC0000001,Lidl,MRC_GRC_002,2023-10-31 08:41:00,LIDL ES 1762,Food & Dining,26.67,EUR,Food & Dining,1.0,True
MARC02600,ACC0000001,Bar del Pla,MRC_RST_003,2023-10-31 09:56:00,BAR DEL PLA BCNA,Food & Dining,49.89,EUR,Food & Dining,0.9923,True
MARC02601,ACC0000001,Local bar,MRC_BAR_003,2023-10-31 11:43:00,BAR CZZT BCN,Food & Dining,22.43,EUR,Food & Dining,0.9986,True
MARC02602,ACC0000001,Just Eat,MRC_DLV_002,2023-10-31 12:14:00,JUST EAT ES DWQBBH,Food & Dining,35.33,EUR,Food & Dining,1.0,True
MARC02603,ACC0000001,Cerveceria Catalana,MRC_RST_002,2023-10-31 23:19:00,CERVECERIA CATALANA BCN,Food & Dining,30.7,EUR,Food & Dining,0.9974,True
MARC02604,ACC0000001,Landlord,MRC_RNT_001,2023-11-01 02:15:00,TRANSFERENCIA ALQUILER REF248999,Financial Services,2000.0,EUR,Financial Services,0.9999,True
MARC02605,ACC0000001,CaixaBank ATM,MRC_ATM_001,2023-11-01 11:40:00,RETIRADA EFECTIVO CAJERO XC7A,Financial Services,200.0,EUR,Financial Services,0.905,True
MARC02606,ACC0000001,BSM Parking,MRC_PRK_002,2023-11-02 14:24:00,BSM PARKING BCN 2OC3,Transportation,21.64,EUR,Transportation,0.9999,True
MARC02607,ACC0000001,Vueling,MRC_AIR_001,2023-11-02 14:54:00,VUELING AIRLINES AL2WFG,Transportation,128.56,EUR,Transportation,1.0,True
MARC02608,ACC0000001,Orange Internet,MRC_UTL_002,2023-11-03 05:54:00,ORANGE ES JOEYYS,Utilities & Services,29.99,EUR,Utilities & Services,0.9999,True
MARC02609,ACC0000001,Caprabo,MRC_GRC_003,2023-11-04 14:36:00,CAPRABO 4375 BCN,Food & Dining,44.33,EUR,Food & Dining,1.0,True
MARC02610,ACC0000001,Lidl,MRC_GRC_002,2023-11-04 20:41:00,LIDL ES 1833,Food & Dining,49.95,EUR,Food & Dining,1.0,True
MARC02611,ACC0000001,Netflix,MRC_SUB_001,2023-11-05 01:25:00,NETFLIX.COM,Entertainment & Recreation,17.99,EUR,Entertainment & Recreation,1.0,True
MARC02612,ACC0000001,Movistar,MRC_UTL_001,2023-11-05 02:29:00,MOVISTAR ES XQPNAG,Utilities & Services,39.99,EUR,Utilities & Services,1.0,True
MARC02613,ACC0000001,El Nacional,MRC_RST_001,2023-11-05 11:32:00,EL NACIONAL BARCELONA,Food & Dining,41.88,EUR,Healthcare & Medical,0.9197,False
MARC02614,ACC0000001,CaixaBank ATM,MRC_ATM_001,2023-11-05 14:13:00,RETIRADA EFECTIVO CAJERO M7GK,Financial Services,150.0,EUR,Financial Services,0.8592,True
MARC02615,ACC0000001,Amazon ES,MRC_SHP_005,2023-11-05 21:22:00,AMZN MKTP ES*XUP3POZA,Shopping & Retail,42.01,EUR,Shopping & Retail,1.0,True
MARC02616,ACC0000001,Bon Preu,MRC_GRC_004,2023-11-05 22:28:00,BON PREU 4375 BCN,Food & Dining,39.81,EUR,Food & Dining,1.0,True
MARC02617,ACC0000001,Bon Preu,MRC_GRC_004,2023-11-07 11:21:00,BON PREU 8087 BCN,Food & Dining,39.56,EUR,Food & Dining,1.0,True
MARC02618,ACC0000001,Caprabo,MRC_GRC_003,2023-11-07 12:42:00,CAPRABO 5075 BCN,Food & Dining,53.32,EUR,Food & Dining,1.0,True
MARC02619,ACC0000001,Spotify,MRC_SUB_002,2023-11-08 04:09:00,SPOTIFY ES 4RH2UP,Entertainment & Recreation,9.99,EUR,Entertainment & Recreation,1.0,True
MARC02620,ACC0000001,Glovo,MRC_DLV_001,2023-11-08 22:36:00,GLOVO *ORDER S2WP7H,Food & Dining,18.39,EUR,Food & Dining,1.0,True
MARC02621,ACC0000001,BSM Parking,MRC_PRK_002,2023-11-09 09:47:00,BSM PARKING BCN Q6P9,Transportation,11.3,EUR,Transportation,0.9999,True
MARC02622,ACC0000001,Primark,MRC_SHP_008,2023-11-09 10:22:00,PRIMARK BCN 6857,Shopping & Retail,20.0,EUR,Shopping & Retail,0.9981,True
MARC02623,ACC0000001,CaixaBank ATM,MRC_ATM_001,2023-11-09 18:31:00,RETIRADA EFECTIVO CAJERO ZEUT,Financial Services,150.0,EUR,Financial Services,0.8498,True
MARC02624,ACC0000001,El Nacional,MRC_RST_001,2023-11-09 19:28:00,EL NACIONAL BARCELONA,Food & Dining,44.06,EUR,Healthcare & Medical,0.9197,False
MARC02625,ACC0000001,Disney+,MRC_SUB_003,2023-11-10 01:08:00,DISNEY PLUS*,Entertainment & Recreation,8.99,EUR,Entertainment & Recreation,1.0,True
MARC02626,ACC0000001,El Nacional,MRC_RST_001,2023-11-10 09:22:00,EL NACIONAL BARCELONA,Food & Dining,31.23,EUR,Healthcare & Medical,0.9197,False
MARC02627,ACC0000001,Floristería,MRC_FLO_001,2023-11-11 12:26:00,FLORISTA YAAR BCN,Shopping & Retail,34.96,EUR,Shopping & Retail,1.0,True
MARC02628,ACC0000001,Cerveceria Catalana,MRC_RST_002,2023-11-11 19:25:00,CERVECERIA CATALANA BCN,Food & Dining,33.6,EUR,Food & Dining,0.9974,True
MARC02629,ACC0000001,El Xampanyet,MRC_RST_005,2023-11-11 21:25:00,EL XAMPANYET BCN,Food & Dining,66.05,EUR,Shopping & Retail,0.4552,False
MARC02630,ACC0000001,Cerveceria Catalana,MRC_RST_002,2023-11-11 23:45:00,CERVECERIA CATALANA BCN,Food & Dining,23.62,EUR,Food & Dining,0.9974,True
MARC02631,ACC0000001,HBO Max,MRC_SUB_004,2023-11-12 02:17:00,MAX *SUBSCRIPTION 5M4P24,Entertainment & Recreation,8.99,EUR,Entertainment & Recreation,1.0,True
MARC02632,ACC0000001,Vueling,MRC_AIR_001,2023-11-12 13:16:00,VUELING AIRLINES BJ6AMI,Transportation,133.33,EUR,Transportation,1.0,True
MARC02633,ACC0000001,Cepsa,MRC_GAS_002,2023-11-12 13:51:00,CEPSA 4434 ES,Transportation,11.54,EUR,Transportation,1.0,True
MARC02634,ACC0000001,El Nacional,MRC_RST_001,2023-11-13 09:52:00,EL NACIONAL BARCELONA,Food & Dining,19.58,EUR,Healthcare & Medical,0.9197,False
MARC02635,ACC0000001,Caprabo,MRC_GRC_003,2023-11-13 10:08:00,CAPRABO 9933 BCN,Food & Dining,39.17,EUR,Food & Dining,1.0,True
MARC02636,ACC0000001,Booking.com,MRC_HTL_001,2023-11-14 20:46:00,BOOKING.COM QTG05X,Transportation,977.24,EUR,Transportation,1.0,True
MARC02637,ACC0000001,El Nacional,MRC_RST_001,2023-11-14 23:41:00,EL NACIONAL BARCELONA,Food & Dining,50.51,EUR,Healthcare & Medical,0.9197,False
MARC02638,ACC0000001,DiR Gym,MRC_GYM_001,2023-11-15 03:16:00,GIMNASIO DIR 9521 BCN,Healthcare & Medical,59.9,EUR,Healthcare & Medical,1.0,True
MARC02639,ACC0000001,Amazon Prime,MRC_SUB_005,2023-11-15 05:27:00,AMAZON PRIME*,Entertainment & Recreation,4.99,EUR,Entertainment & Recreation,1.0,True
MARC02640,ACC0000001,SABA Parking,MRC_PRK_001,2023-11-16 08:12:00,SABA PARKING N3R0 BCN,Transportation,21.05,EUR,Transportation,1.0,True
MARC02641,ACC0000001,El Born Bar,MRC_BAR_002,2023-11-17 10:23:00,EL BORN BAR BCN,Food & Dining,31.36,EUR,Food & Dining,0.9975,True
MARC02642,ACC0000001,Repsol,MRC_GAS_001,2023-11-17 10:30:00,REPSOL 8835 ES,Transportation,66.1,EUR,Transportation,1.0,True
MARC02643,ACC0000001,Mango,MRC_SHP_002,2023-11-18 21:03:00,MANGO 1680 BCN,Shopping & Retail,98.6,EUR,Shopping & Retail,1.0,True
MARC02644,ACC0000001,BSM Parking,MRC_PRK_002,2023-11-19 13:59:00,BSM PARKING BCN VCFC,Transportation,7.53,EUR,Transportation,0.9999,True
MARC02645,ACC0000001,Mercadona,MRC_GRC_001,2023-11-19 17:08:00,MERCADONA 02219,Food & Dining,78.79,EUR,Food & Dining,1.0,True
MARC02646,ACC0000001,iCloud,MRC_SUB_007,2023-11-20 01:36:00,APPLE.COM/BILL,Entertainment & Recreation,2.99,EUR,Entertainment & Recreation,1.0,True
MARC02647,ACC0000001,Dry Martini,MRC_BAR_004,2023-11-20 11:18:00,DRY MARTINI BCN,Food & Dining,16.57,EUR,Shopping & Retail,0.9922,False
MARC02648,ACC0000001,Caprabo,MRC_GRC_003,2023-11-21 23:01:00,CAPRABO 8579 BCN,Food & Dining,33.32,EUR,Food & Dining,1.0,True
MARC02649,ACC0000001,YouTube Premium,MRC_SUB_006,2023-11-22 06:58:00,GOOGLE *YOUTUBE PREMIUM 36I8YX,Entertainment & Recreation,13.99,EUR,Entertainment & Recreation,1.0,True
